"ward","total_households","total_individuals","target","dw_00","dw_01","dw_02","dw_03","dw_04","dw_05","dw_06","dw_07","dw_08","dw_09","dw_10","dw_11","dw_12","dw_13","psa_00","psa_01","psa_02","psa_03","psa_04","stv_00","stv_01","car_00","car_01","lln_00","lln_01","lan_00","lan_01","lan_02","lan_03","lan_04","lan_05","lan_06","lan_07","lan_08","lan_09","lan_10","lan_11","lan_12","lan_13","lan_14","pg_00","pg_01","pg_02","pg_03","pg_04","lgt_00","pw_00","pw_01","pw_02","pw_03","pw_04","pw_05","pw_06","pw_07","pw_08","ADM4_PCODE","lat","lon","NL"
"63702001: Ward 1",3149.56366,9517.10041,25.3855627735,0.811199406,0.0121767502,0.0038799152,0.0003175043,0,0.0049216976,0.0062005446,0.0193828722,0.1234352348,0.0111280113,0.0018756852,0.0054823785,0,0,0.2487558424,0.6266757387,0.0001141566,0.0206559731,0.1037982891,0.0938899359,0.9061100641,0.1583030012,0.8416969988,0.0170238439,0.9829761561,0.0158149797,0.0318687969,0.0079147468,0.0064538449,0.0392080386,0.0320572818,0.014029748,0.7410543954,0.0016744354,0.0027033066,0.0163430944,0.074916423,0.0091310973,0,0.0068298113,0.9796612737,0.0025714408,0.0040117534,0.012577998,0.0011775341,0.9344236338,0.051385102,0.0450327777,0.4408743845,0.2008950281,0.0573713693,0.0581260517,0.1463152867,0,0,"ZA6372001",-25.1843796944,27.6650256975,0.2453805223
"63702002: Ward 2",2557.87605,8611.75081,26.5154752123,0.8622691745,0.0086472134,0.0010556923,0.0449656542,0.0008414872,0.0012414089,0.0036139476,0.0403846504,0.0349374943,0,0,0.0020432773,0,0,0.2721840682,0.5891602976,0.0005651882,0.0193129381,0.1187775079,0.1294452872,0.8705547128,0.1925676187,0.8074323813,0.0254103439,0.9745896561,0.0034183792,0.0222167169,0.0095427564,0.0088354089,0.0248031445,0.0486194061,0.0159763343,0.7470245206,0.0024881549,0.0030880875,0.0033688318,0.0870664498,0.0062498685,0,0.0173019405,0.9891778232,0.0029817665,0.0040594208,0.0012883013,0.0024926882,0.9749038973,0.0228048541,0.578099447,0.033842019,0.0020564835,0.000977131,0.0009093091,0.3613107562,0,0,"ZA6372002",-25.3438069823,27.7833010804,5.482064876
"63702003: Ward 3",3281.49997,10882.68293,29.4331789983,0.872447081,0.002524629,0.0014625903,0,0.0003279628,0.0008331891,0.0015316867,0.0282418744,0.0898139731,0,0.0005052263,0.0023117873,0,0,0.2432951449,0.6083324262,0.0006334173,0.0233123855,0.1244266261,0.1192037037,0.8807962963,0.1588743729,0.8411256271,0.0095834954,0.9904165046,0.005079072,0.0194928761,0.0512684063,0.024500225,0.0655858353,0.1059910573,0.040530454,0.5693052311,0.0021182185,0.0080098934,0.014438061,0.0813468302,0.0069123828,0,0.0054214572,0.9973063637,0.0010984102,0.0004958373,0.0007829016,0.0003164872,0.9152292267,0.0430232428,0.8300424638,0.0735222009,0.0120310835,0.001265403,0.0012421789,0.0388734271,0,0,"ZA6372003",-25.4579489794,27.9230710881,12.9830900132
"63702004: Ward 4",2577.95954,9435.82813,25.5204055685,0.8858812811,0.0014780372,0.0009695187,0.0008349316,0,0,0.0016905735,0.0153888296,0.0915890519,0.0011278649,0.0003968061,0.0006431055,0,0,0.2745882157,0.5914906888,0.0003676074,0.0230309727,0.1105225154,0.1076855652,0.8923144348,0.1534493749,0.8465506251,0.0128866026,0.9871133974,0.008952822,0.0113841412,0.007755474,0.0248556308,0.0740632524,0.0640092498,0.5022518283,0.2236814937,0.0108960664,0.0100284203,0.00470674,0.0508336707,0.0065812104,0,0,0.9933937256,0.0026276326,0.0013044409,0.0020563781,0.0006178228,0.9776095167,0.0602155571,0.1399047248,0.1400074456,0.1219833264,0.0837714389,0.0134668366,0.4406506706,0,0,"ZA6372004",-25.4301875759,27.8795588472,12.4784192482
"63702005: Ward 5",3391.84432,12357.99593,25.2518906882,0.9000291116,0.0006345869,0.0135502563,0,0,0,0.0343820025,0.0260398596,0.0195193039,0,0,0.0058448791,0,0,0.2976808692,0.568407105,0.0001815747,0.0102854938,0.1234449573,0.1093721424,0.8906278576,0.1749226156,0.8250773844,0.0101213106,0.9898786894,0.006439799,0.0158919481,0.0148459541,0.0287112103,0.1329381932,0.0880136784,0.1587336257,0.4336803079,0.0058174093,0.0095192287,0.0127641173,0.0834592288,0.0091852992,0,0,0.9933604,0.0013811341,0.0017676207,0.0011000942,0.0023907509,0.9884375884,0.2353839105,0.5041484952,0.1291825121,0.0508229193,0.0017679614,0.00238263,0.0763115714,0,0,"ZA6372005",-25.4316330584,27.8387184999,12.0778345938
"63702006: Ward 6",2467.488,9319.15842,25.2296444805,0.8473907877,0.0038169345,0.0008723122,0.0008586222,0,0.0006718979,0.0152239768,0.039808838,0.080106886,0,0,0.0112497447,0,0,0.278902796,0.5832404993,0.0009806197,0.017720525,0.11915556,0.1048457581,0.8951542419,0.1793932493,0.8206067507,0.0109761709,0.9890238291,0.0081499494,0.0149495817,0.0148111293,0.0487705884,0.1816918796,0.0492418767,0.3595220629,0.2498638112,0.013710018,0.0085567898,0.0047687128,0.0396810295,0.0049949006,0,0.0012876699,0.9943885148,0.0009884905,0.0030842485,0.0003701032,0.0011686431,0.9665194441,0.1026704811,0.2478059306,0.1933467964,0.2920289055,0.0945413271,0.0250888637,0.0445176957,0,0,"ZA6372006",-25.4449752489,27.8531320605,13.4357047556
"63702007: Ward 7",3210.2064,9545.68123,13.0564741881,0.3926834455,0.0052180103,0.0051908563,0.0005164465,0.000905733,0.0181425188,0.0557336687,0.0520891897,0.3810597537,0.0848288883,0,0.0036314892,0,0,0.2260106427,0.6349758204,0.0002323386,0.012069896,0.1267113023,0.0778582305,0.9221417695,0.1301512233,0.8698487767,0.0149030729,0.9850969271,0.009465666,0.016040895,0.0105481482,0.0380226776,0.0427756406,0.0656175599,0.0407363467,0.4309410728,0.0049062386,0.0163612356,0.0229404685,0.2297257678,0.0719182826,0,0,0.9887122661,0.0074049581,0.0024870891,0.0002473359,0.0011483507,0.8681831486,0.0252595939,0.1734179273,0.0099299783,0.0009891482,0.0033334243,0.0114337321,0.7756361959,0,0,"ZA6372007",-25.7398098919,27.6701496585,21.1625623298
"63702008: Ward 8",2728.31306,10631.44444,25.6787408407,0.6919599065,0.0023987093,0.0022295682,0.0003820786,0,0.0006076649,0.0438041154,0.0365604342,0.2208421932,0.0006076649,0,0.0006076649,0,0,0.2579815589,0.5834596649,0.0003192379,0.0267273334,0.1315122049,0.0917709825,0.9082290175,0.1542667248,0.8457332752,0.0126444727,0.9873555273,0.0072618082,0.012580647,0.1315547382,0.0206634763,0.0868965713,0.1477356345,0.0426921866,0.3232155366,0.0018338392,0.0153238651,0.0136513633,0.1895001635,0.0056792612,0,0.0014109089,0.9916945989,0.0055382183,0.0011634647,0.0003095036,0.0012942145,0.8698622877,0.0800628686,0.6417174098,0.0284592341,0.0192520172,0.0047183038,0.0144524727,0.2113376938,0,0,"ZA6372008",-25.4521901436,28.0014993004,24.2590767159
"63702009: Ward 9",4258.70235,14232.58331,20.256151736,0.8213691055,0.0014397461,0.004767673,0,0.0014385321,0.00813429,0.0029663707,0.0924066459,0.0648372479,0,0,0.0026403888,0,0,0.2873013655,0.544925874,0.0050213168,0.0306200168,0.1321314268,0.1956275906,0.8043724094,0.2364896669,0.7635103331,0.0270819209,0.9729180791,0.0082479665,0.0167250453,0.019874418,0.0163668826,0.0669389997,0.0668711505,0.1024590419,0.5636692345,0.00406654,0.0116736306,0.0211464,0.0742430609,0.01865392,0,0.0090637095,0.9884725277,0.0078199001,0.001109847,0.000896585,0.0017011402,0.8481810521,0.3296231468,0.5596200965,0.0291685259,0.0644814564,0,0.0010445647,0.0160622097,0,0,"ZA6372009",-25.4740746691,27.8619079921,14.6618656533
"63702010: Ward 10",7020.38679,20148.6391,17.3854879583,0.2762605734,0.0033617108,0.0077179052,0.0007159477,0.0011054006,0.0010826227,0.0188783074,0.0596769484,0.6263122391,0.0004846044,0,0.0044037403,0,0,0.2374710062,0.6102684429,0.0002368294,0.0195561228,0.1324675988,0.0917409353,0.9082590647,0.1661544264,0.8338455736,0.0100610739,0.9899389261,0.0043169536,0.0144958267,0.0283513148,0.0152661015,0.0537708718,0.1159678432,0.0554156117,0.5307692543,0.0029094193,0.0133912498,0.0269500797,0.1113559402,0.0229697796,0,0.0040697538,0.9948495995,0.0026816268,0.0004585347,0.0004291982,0.0015810408,0.6368100453,0.0988952433,0.4879672705,0.1342165137,0.0246905085,0.0256588412,0.0078188897,0.2207527329,0,0,"ZA6372010",-25.5477375927,27.9539693434,26.8106416515
"63702011: Ward 11",3725.0972,12908.69995,17.6043803636,0.8288894314,0.0019172574,0.0019728962,0.0007805407,0.0010289718,0.0013644503,0.0040971897,0.0766846003,0.0789829404,0.0004450622,0.0007491321,0.0030875275,0,0,0.3170395559,0.5557138641,0.0005136513,0.0245232557,0.1022096729,0.430222159,0.569777841,0.4200305163,0.5799694837,0.1431440393,0.8568559607,0.008190398,0.0489180183,0.0162865076,0.0157892461,0.0674125406,0.0725152861,0.0731843,0.6138074648,0.005042466,0.0123329453,0.010295651,0.0417727829,0.014219992,0,0.0002324014,0.9870284327,0.005835215,0.0007294019,0.0005717353,0.005835215,0.9891784837,0.7994351503,0.1925893182,0.0002798397,0.0010603804,0,0.0002801457,0.0063551657,0,0,"ZA6372011",-25.4614351909,27.8317866857,13.7655886672
"63702012: Ward 12",2724.58379,8918.76272,19.7718878009,0.7920173378,0.004935664,0.0062035163,0,0.0004157296,0.0019899149,0.0094318663,0.1258741762,0.0555506204,0,0.0006084966,0.0029726779,0,0,0.3079870769,0.5570928285,0.0001214675,0.0165475173,0.1182511098,0.2183686669,0.7816313331,0.2531667488,0.7468332512,0.046539802,0.953460198,0.0084100612,0.0286815434,0.0090705295,0.0179767133,0.0659796811,0.0736988101,0.0802669308,0.5848012447,0.0081707724,0.0145073183,0.0122794678,0.0605123095,0.0331779081,0,0.0024667099,0.9900848523,0.0041841488,0.0036195783,0.0010557103,0.0010557103,0.9763571815,0.2638289425,0.7278998786,0.0022080914,0,0.0007656215,0,0.005297466,0,0,"ZA6372012",-25.4906979163,27.8427357816,14.352323356
"63702013: Ward 13",2954.86263,7559.74331,15.6284490288,0.4178974743,0.0043477486,0.0070818453,0.0040043994,0.0013673326,0.0003833308,0.0275124939,0.4452544178,0.0896614744,0.0005610752,0.0005610752,0.0013673326,0,0,0.1923667194,0.6557451102,0.0004413563,0.0197832365,0.1316635776,0.0865539458,0.9134460542,0.1127714049,0.8872285951,0.0185930505,0.9814069495,0.0276525897,0.0290390825,0.02400545,0.0142804783,0.0419528133,0.1555339728,0.0332228754,0.4420209831,0.0026444218,0.0097183128,0.0315669488,0.1253276958,0.061182461,0,0.0018519147,0.9745562961,0.0193941519,0.002135136,0.000355856,0.00355856,0.8311068593,0.1453065959,0.661514972,0.1169720672,0.0077739113,0.0249749174,0.0031832986,0.0402742377,0,0,"ZA6372013",-25.6046929785,27.7915217964,22.2576630842
"63702014: Ward 14",8162.39533,23005.64311,14.7016284005,0.6946788658,0.0106857579,0.0046628212,0.0024534575,0.0003480755,0.0013769561,0.0089023929,0.0505722369,0.1725261903,0.035022718,0.0011023798,0.0176681482,0,0,0.1397848834,0.6704426764,0.0009370153,0.0384986043,0.1503368206,0.1136526746,0.8863473254,0.1776169949,0.8223830051,0.0406654268,0.9593345732,0.1595190824,0.0259771191,0.0174504368,0.0082112619,0.0196756399,0.0882620695,0.0128732993,0.2735084566,0.0028228583,0.0062750643,0.0276123974,0.2270924762,0.0935550439,0,0.0371647946,0.8124136431,0.0093970766,0.0026054647,0.1705152815,0.0050685342,0.592647362,0.1803026514,0.3703510915,0.2020645893,0.0768913884,0.0213485506,0.0679223362,0.0811193924,0,0,"ZA6372014",-25.466766456,27.7140789268,6.4180285225
"63702015: Ward 15",2712.48733,8880.84822,19.3790188137,0.7084799139,0.0011653769,0.0004607174,0,0,0,0.0195230589,0.0575118705,0.1941741162,0.0154078508,0.0003843078,0.0028927877,0,0,0.2366817209,0.6327331659,0.0003850736,0.0227939117,0.1074061279,0.2094770633,0.7905229367,0.2280768257,0.7719231743,0.0186287211,0.9813712789,0.0047944677,0.021533567,0.016607274,0.0042891049,0.0376641242,0.0323023176,0.0270490052,0.7754187257,0.0015727923,0.0047608279,0.0056602172,0.0440669213,0.0227042288,0,0.001576426,0.995447811,0.0007784065,0.0011013126,0.0004998284,0.0021726416,0.9494859097,0.2108588172,0.7033259875,0.0435525242,0.0080258734,0.0006112102,0.0006112102,0.0330143773,0,0,"ZA6372015",-25.5520013142,28.0317022581,52.7649406045
"63702016: Ward 16",3657.19858,13275.20406,16.2099778569,0.360088713,0.0027453363,0.0054987607,0.0012009219,0.0004533251,0.0011440505,0.0033919678,0.100752891,0.5219476105,0,0,0.0027764229,0,0,0.2710037762,0.5955151562,0.0018332773,0.0182365724,0.1134112179,0.140800339,0.859199661,0.1898890954,0.8101109046,0.0100742656,0.9899257344,0.0061445677,0.0146817118,0.0629571204,0.0162240241,0.0741898577,0.1544841963,0.0668728673,0.4174793596,0.0019795176,0.0199668735,0.0153356106,0.1263405717,0.0210838695,0,0.0022598523,0.9936634014,0.0026640419,0.0015245287,0.0005710225,0.0015770055,0.9320870676,0.1073990573,0.513666291,0.2136574137,0.0718017997,0.0164447373,0.0042529082,0.0727777927,0,0,"ZA6372016",-25.5418529869,28.037685346,53.7466228104
"63702017: Ward 17",4644.79852,13827.14166,18.1977650131,0.2117672394,0.0025633254,0.0024478371,0.0008576906,0.0030552434,0.0042139395,0.0182523396,0.295331075,0.4401000821,0.020189485,0.0005007537,0.0007209893,0,0,0.1973263923,0.6601472889,0,0.015967491,0.1265588278,0.0787135348,0.9212864652,0.1083023726,0.8916976274,0.0184618901,0.9815381099,0.0049091672,0.019013464,0.0284674591,0.0100005383,0.0316303883,0.0915087349,0.0275044604,0.5395340088,0.003661691,0.0080721311,0.034064498,0.0847285722,0.1120593444,0,0.0048455423,0.9957730837,0.0020178675,0.0005510315,0.0007573785,0.0009006388,0.905969846,0.0445604667,0.8846787632,0.0189856438,0.0013138223,0.008700625,0,0.041760679,0,0,"ZA6372017",-25.608650064,27.9643875389,31.4307381812
"63702018: Ward 18",3180.40435,11277.72413,18.3908017859,0.2486434594,0.00235859,0.0015090817,0.0003216415,0.0005212859,0.0015697532,0.0068581311,0.121948761,0.6077261308,0.0022712175,0.0041702873,0.0021016604,0,0,0.2345333393,0.5966472608,0.0003776755,0.0332143698,0.1352273546,0.1074793587,0.8925206413,0.1404718051,0.8595281949,0.0154298273,0.9845701727,0.0041777339,0.0202453879,0.0150540231,0.008535082,0.0385257446,0.0682901808,0.0201451886,0.663272181,0.001602709,0.0077363916,0.0135210241,0.0866471274,0.0336264476,0,0.0186207782,0.9863775857,0.0025846846,0.0022877754,0.0015960667,0.0071538875,0.8761936198,0.0973544009,0.6593829586,0.0960031356,0.013500079,0.0025609542,0.0021719219,0.1290265497,0,0,"ZA6372018",-25.6122235861,27.9421254778,27.2572804403
"63702019: Ward 19",3572.80155,11949.24602,18.4903205721,0.1929201833,0.0106753396,0.0029802159,0.0008753047,0,0,0.0028325167,0.0960945312,0.6892439352,0.0004640336,0.002320168,0.0015937717,0,0,0.231848902,0.6164077832,0.0004858231,0.0307578185,0.1204996732,0.1072587841,0.8927412159,0.126674444,0.873325556,0.0153888424,0.9846111576,0.0071103298,0.0318991064,0.0125519928,0.0134201723,0.0254431334,0.0855541403,0.0175136012,0.6759590025,0.0017298891,0.0042881877,0.0153586854,0.0614430315,0.0477287277,0,0,0.9855043381,0.0064757082,0.002522319,0.0002846506,0.0052129841,0.9239757831,0.073998143,0.754494128,0.0271176774,0.0022861107,0.0017565823,0.0008887619,0.1394585966,0,0,"ZA6372019",-25.6409652538,27.9374305762,24.0697069799
"63702020: Ward 20",3501.57616,11629.32879,14.1394108646,0.7967315039,0.0037631196,0.0019584352,0.0002977031,0,0.00032348,0.0075940116,0.1102544261,0.0751756746,0.001270425,0.0002980286,0.0023331921,0,0,0.2415390914,0.5952761827,0.0053361833,0.0513834909,0.1064650516,0.2954108501,0.7045891499,0.2957778362,0.7042221638,0.1362752053,0.8637247947,0.0095600909,0.0235194563,0.0174920697,0.0145763013,0.0335929181,0.0606296453,0.0252935208,0.733973718,0.0053285543,0.0088131286,0.0084339296,0.0428690494,0.0132519437,0,0.0026656741,0.989724137,0.0054628303,0.0007799711,0.0018354533,0.0021976083,0.9920193568,0.6326116922,0.3498756314,0.0016015416,0.0014518747,0.0010567613,0.0002977031,0.0131047956,0,0,"ZA6372020",-25.6002642804,27.8828954054,19.8353969855
"63702021: Ward 21",4944.20752,13477.82416,12.6281916257,0.5413114031,0.0060358773,0.0301173766,0.0089566143,0.0192063237,0.0004550153,0.2146986844,0.0962408289,0.0713622777,0.0007398355,0.0013216456,0.0095541176,0,0,0.2291876725,0.6022342111,0.0028072729,0.0493886292,0.1163822143,0.2790758669,0.7209241331,0.3735183227,0.6264816773,0.0982711786,0.9017288214,0.2682174472,0.0441728125,0.0188644589,0.0190709106,0.0423890676,0.0734484868,0.0316499225,0.3291421699,0.0035024118,0.0135334901,0.0239996216,0.0748950437,0.0493235816,0,0.007790575,0.7075995292,0.0973768069,0.0044601724,0.1758954741,0.0146680175,0.9033325082,0.4666335263,0.4410176598,0.0681474045,0.0133974595,0.0029832203,0.0004818528,0.0073388768,0,0,"ZA6372021",-25.6544021175,27.8637755474,27.2067605375
"63702022: Ward 22",5137.47064,14539.26844,11.408117945,0.5355069221,0.0018955748,0.024916594,0.0186775724,0.0319645311,0.0020122645,0.0678192139,0.2281441028,0.0813827658,0.0019264305,0.0004236053,0.0053304227,0,0,0.2159605191,0.600200743,0.0006645162,0.0546670648,0.1285071569,0.3273837843,0.6726162157,0.410741306,0.589258694,0.149104675,0.850895325,0.374831388,0.0351744616,0.0150483789,0.0128206464,0.0263454823,0.103294953,0.0198967267,0.2284618778,0.0023531445,0.0068929734,0.0206304176,0.0671588474,0.0651501211,0,0.0219405812,0.5884899048,0.0164791482,0.0073512468,0.3785445212,0.009135179,0.9631407529,0.4940152067,0.4766336631,0.0194755021,0.0028199733,0.0007460909,0.0006842025,0.0056253616,0,0,"ZA6372022",-25.6220627257,27.7863012598,24.1609949245
"63702023: Ward 23",1734.43728,5708.71665,7.609556801,0.559473837,0.003179746,0.3053648443,0.0104802175,0.0048812546,0.0056389759,0.0514582978,0.0196883741,0.011495198,0.0181169192,0.0012296149,0.0089927207,0,0,0.1923514754,0.6555547769,0.0001751707,0.0244120944,0.1275064826,0.5051707145,0.4948292855,0.6704583172,0.3295416828,0.2635825206,0.7364174794,0.4813880945,0.2330598559,0.0120261968,0.0040978772,0.0102269518,0.0130522716,0.0141656041,0.0506943921,0.0019691554,0.0036347259,0.003596656,0.0126050958,0.1155152726,0,0.0439678505,0.263668513,0.0190715614,0.2155810115,0.4859369294,0.0157419847,0.9776718764,0.9320471882,0.0500091822,0.0059677453,0.0023294472,0.002564803,0.0017547882,0.0053268458,0,0,"ZA6372023",-25.6366500404,27.7726717903,24.5020319614
"63702024: Ward 24",4168.20495,13815.11842,24.5783535668,0.4299047123,0.0009060351,0.00546381,0.0014593716,0.0007502726,0,0.0066777642,0.0686259249,0.479744764,0.0017303444,0.00055801,0.0041789908,0,0,0.2635808872,0.5885557527,0.0001624235,0.0138170984,0.1338838383,0.1034351682,0.8965648318,0.1445909971,0.8554090029,0.0155409249,0.9844590751,0.008577018,0.0134052669,0.0721682681,0.0167788783,0.0665074675,0.1465885459,0.0452018319,0.4178233841,0.0028614977,0.0142225737,0.0113695602,0.1786270747,0.005868633,0,0,0.9930300018,0.0046134748,0.0005024879,0.0001675643,0.0016864712,0.7722618654,0.0512693888,0.5657692,0.0566248308,0.0202326951,0.0018106523,0.0005036125,0.3037896205,0,0,"ZA6372024",-25.4674158939,27.9742296788,19.8096455247
"63702025: Ward 25",12406.42359,36964.53136,13.3421005497,0.5016620676,0.005805574,0.0044772145,0.000616924,0.0007262391,0.0046997227,0.0382658263,0.0629790668,0.3595476559,0.0153959156,0.0012102472,0.0046135463,0,0,0.2014663491,0.6420532621,0.0002882101,0.0203867092,0.1358054696,0.1329527843,0.8670472157,0.2105862033,0.7894137967,0.0237654041,0.9762345959,0.0998788083,0.0262521113,0.0110602598,0.036247246,0.035536951,0.0545222292,0.0341000528,0.4520598088,0.0056895828,0.0108351451,0.0180632437,0.1565918354,0.0388459528,0,0.0203167732,0.8906298145,0.00617729,0.0020838011,0.0994926162,0.0016164782,0.8015460796,0.1558706742,0.3119791011,0.1235894703,0.0529232655,0.032419388,0.0155961667,0.3076219341,0,0,"ZA6372025",-25.6719219481,27.7299090278,20.4796033735
"63702026: Ward 26",10774.04144,20375.92939,12.0469280467,0.0801467244,0.001632057,0.048009186,0.0012792581,0.0006172568,0.0577911068,0.0141434726,0.1377217675,0.6512772342,0.0044171614,0.0002466948,0.0027180803,0,0,0.0860111893,0.6982877202,0.0001192549,0.0258416718,0.1897401638,0.0362923451,0.9637076549,0.0750414294,0.9249585706,0.0119211413,0.9880788587,0.0087701609,0.0180660613,0.0039942252,0.3819676546,0.035652307,0.014735903,0.1077134818,0.1293034546,0.0037216501,0.0093502238,0.011535622,0.1543887216,0.0277004862,0,0.0931000478,0.9754373339,0.0053756473,0.0029877283,0.007594723,0.0086045675,0.8279287823,0.116131418,0.7054550562,0.0752517831,0.0268400313,0.0195954073,0.0005776282,0.0561486758,0,0,"ZA6372026",-25.6968218316,27.5271817216,23.7557538894
"63702027: Ward 27",6350.46507,16089.52616,10.9781997431,0.3168252243,0.0694209377,0.0014012863,0.0007832025,0.0014537754,0.0014906026,0.0061996026,0.1025368336,0.3823595269,0.1027675017,0.0079637506,0.0067977557,0,0,0.1369999693,0.7149584814,0.0003261078,0.0298064023,0.1179090392,0.164983301,0.835016699,0.2423995933,0.7576004067,0.043219348,0.956780652,0.2288502957,0.0368780152,0.0062027141,0.22892146,0.0237636414,0.0821038486,0.1135651381,0.1183748136,0.0026802132,0.0076854146,0.0129660742,0.0679586067,0.0322612061,0,0.0377885585,0.7481790272,0.0120616983,0.0064550565,0.2306094625,0.0026947556,0.4393312063,0.319548902,0.0971633153,0.2857459257,0.0943388088,0.0568636038,0.0156658322,0.1306736122,0,0,"ZA6372027",-25.738224913,27.5756434793,20.3279394254
"63702028: Ward 28",3756.15649,11785.48638,14.3786818105,0.5331572807,0.000441382,0.0024639176,0.0007740865,0.0002865189,0.0411140751,0.0737835659,0.0695913604,0.2550527973,0.0211344097,0.000598934,0.0016016718,0,0,0.2192446876,0.6527565025,0.0003043905,0.0150601913,0.112634228,0.1192294627,0.8807705373,0.1837187486,0.8162812514,0.017236268,0.982763732,0.0092681071,0.0155315779,0.0126098708,0.0409725899,0.0380096523,0.040329504,0.0360670257,0.6418046516,0.0054726413,0.0046129068,0.0218949801,0.1035538968,0.0298725957,0,0,0.9846019762,0.0070868038,0.00235752,0.0002865312,0.0056671687,0.9380435372,0.0689321786,0.3720875005,0.0619927845,0.0067981486,0.0029554679,0.0026852555,0.4845486643,0,0,"ZA6372028",-25.7197570078,27.6680773776,22.8128102898
"63702029: Ward 29",9515.96956,21169.74909,11.6369431724,0.4057814557,0.0077360935,0.0071391948,0.0173929896,0.0040680731,0.0022430978,0.0163776648,0.0919845324,0.3726864717,0.0552254047,0.0051832091,0.0141818129,0,0,0.1475162737,0.7254207409,0.0006623961,0.0280906381,0.0983099512,0.2064185775,0.7935814225,0.2608643191,0.7391356809,0.0995816805,0.9004183195,0.1675895583,0.1432623461,0.0217604119,0.0205843753,0.0347321259,0.1138949035,0.0310797496,0.136249091,0.0017192107,0.0094404794,0.0290373385,0.1818765751,0.1057034158,0,0.003070419,0.7256985831,0.0092214163,0.0051076028,0.2542036128,0.005768785,0.4919858939,0.2920214774,0.2387834088,0.1255469558,0.0302879279,0.0166883878,0.017171027,0.2795008153,0,0,"ZA6372029",-25.8006814805,27.8116397398,10.5015832224
"63702030: Ward 30",6107.96751,16890.35426,7.8519689113,0.5622131756,0.0075597341,0.0127301692,0.0267886461,0.0134179578,0.0031706603,0.0405881841,0.0421846252,0.2702486166,0.0085640911,0.0044061253,0.0081280147,0,0,0.1676423002,0.6914540578,0.0006600092,0.0381500607,0.1020935721,0.3331016785,0.6668983215,0.4957194754,0.5042805246,0.1611573897,0.8388426103,0.4396726318,0.099813328,0.0131113017,0.011950461,0.0267931675,0.0751085875,0.0204484213,0.1164975666,0.0010482397,0.0075605833,0.0220078877,0.0632531316,0.0921369277,0,0.0105977647,0.4827295523,0.0111450232,0.0046011699,0.4964909724,0.0050332822,0.6396692605,0.506045367,0.1336434565,0.0603822744,0.0180151908,0.0479524407,0.0191820012,0.2147792695,0,0,"ZA6372030",-25.7347044019,27.9299490762,20.6163781259
"63702031: Ward 31",3079.09387,8510.66808,12.8241290026,0.4446648455,0.0032023155,0.0019818948,0.0012828514,0.0007444138,0.0003495217,0.0901249984,0.0734184145,0.3797455776,0.0021817815,0.0005384376,0.0017649478,0,0,0.2128576162,0.6611918485,0.0010756476,0.0075059607,0.1173689269,0.0983916837,0.9016083163,0.1376237321,0.8623762679,0.0180572832,0.9819427168,0.0076892988,0.0255182693,0.0110082134,0.1040993976,0.0569681129,0.047736357,0.0603179815,0.5128134641,0.010099884,0.0080366358,0.0065969322,0.1261716554,0.0229437981,0,0,0.9883981893,0.0047973872,0.003962072,0.0009741585,0.0018681929,0.9040911897,0.1316292673,0.7696074917,0.0045242109,0.0025766736,0.0008769885,0.0006990433,0.0900863246,0,0,"ZA6372031",-25.7825428895,27.63552698,14.501893361
"63702032: Ward 32",3338.54179,8658.16196,10.6100343288,0.4049921717,0.0068608786,0.0107085136,0.0003223593,0.0011311945,0.0975572901,0.004010113,0.2182581845,0.248328813,0.0010190407,0.0003743221,0.0064371188,0,0,0.1991551311,0.6519751081,0.000115498,0.038938246,0.1098160169,0.0994150204,0.9005849796,0.1261178971,0.8738821029,0.0142715332,0.9857284668,0.0048220304,0.0200412178,0.0071147248,0.1490677231,0.0250822,0.02328594,0.0874221946,0.5359891166,0.0026564091,0.0091309276,0.0093077353,0.1157422655,0.0103375151,0,0,0.9951040579,0.0012896744,0.0002561548,0.0009770723,0.0023730406,0.9272426061,0.1412298272,0.8222698989,0.0109556454,0.0046849496,0.0008189534,0,0.0200407256,0,0,"ZA6372032",-25.6680002516,27.5580138837,19.5417538607
"63702033: Ward 33",5393.14753,14720.41116,8.6574002918,0.5192405649,0.0078460787,0.0146672921,0.0119980641,0.0112421642,0.0040843236,0.028239437,0.0812096809,0.2242190415,0.0817883838,0.0026712824,0.0127936867,0,0,0.1514342837,0.6427046655,0.0007682333,0.0336861189,0.1714066987,0.271915838,0.728084162,0.3945606639,0.6054393361,0.1245399326,0.8754600674,0.3985238039,0.0830482652,0.0171350479,0.0200309208,0.0280328814,0.0352385103,0.0282515023,0.0961139308,0.002603199,0.0056109092,0.0255593934,0.1136944819,0.0481979336,0,0.0979592203,0.537630472,0.0144431747,0.0059679821,0.4393905564,0.0025678148,0.6546825004,0.4167997069,0.2666596124,0.1598110186,0.0265486804,0.011068427,0.0055121522,0.1136004025,0,0,"ZA6372033",-25.7018184521,27.8480877579,26.3605795684
